order_id,customer_name,customer_address,order_date,status,item_name,quantity,total_amount
OR2024-034632,Sophia Navarro,"14 Lacson St., Bacolod City",2024-04-01,Received,Desk Pen Holder,2,180.00
OR2024-034636,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-05-26,Preparing,Oil Pastels 36pcs,2,440.00
OR2024-034637,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-09-17,Preparing,Oil Pastels 36pcs,3,870.00
OR2024-034637,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-09-17,Preparing,Desk Pen Holder,1,870.00
OR2024-034637,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-09-17,Preparing,Glue Gun Small,1,870.00
OR2024-034639,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-03-27,Preparing,Laminating Film A4,1,870.00
OR2024-034639,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-03-27,Preparing,Index Divider Tabs 5pcs,3,870.00
OR2024-034639,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-03-27,Preparing,HP 680 Black Ink Cartridge,3,870.00
OR2024-034640,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-09-24,Cancelled,Glass Cleaner Spray,2,220.00
OR2024-034642,Maria Santos,"45 Mabini Ave., Makati City",2024-03-05,Received,Alcohol 70% 1 Liter,1,3560.00
OR2024-034642,Maria Santos,"45 Mabini Ave., Makati City",2024-03-05,Received,Mop Bucket with Wringer,2,3560.00
OR2024-034642,Maria Santos,"45 Mabini Ave., Makati City",2024-03-05,Received,HP 684 Tri-Color Ink,1,3560.00
OR2024-034642,Maria Santos,"45 Mabini Ave., Makati City",2024-03-05,Received,Stapler Standard,3,3560.00
OR2024-034645,Daniel Cruz,"3 Session Rd., Baguio City",2024-04-14,Received,HP 680 Black Ink Cartridge,1,1600.00
OR2024-034645,Daniel Cruz,"3 Session Rd., Baguio City",2024-04-14,Received,Cork Board 2x3ft,2,1600.00
OR2024-034645,Daniel Cruz,"3 Session Rd., Baguio City",2024-04-14,Received,Alcohol 70% 1 Liter,1,1600.00
OR2024-034645,Daniel Cruz,"3 Session Rd., Baguio City",2024-04-14,Received,HP 680 Black Ink Cartridge,2,1600.00
OR2024-034651,Sophia Navarro,"14 Lacson St., Bacolod City",2024-07-15,Received,Floor Wax Red,1,95.00
OR2024-034653,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-12-03,Received,Laminating Film A4,1,450.00
OR2024-034655,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-10-29,Received,Sticky Flags 25mm,3,74.00
OR2024-034655,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-10-29,Received,Whiteboard Eraser,1,74.00
OR2024-034656,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-07-14,Cancelled,File Pocket PVC A4,2,30.00
OR2024-034658,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-12-07,To Ship,First Aid Kit Box,3,3690.00
OR2024-034658,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-12-07,To Ship,Laminating Film A4,2,3690.00
OR2024-034658,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-12-07,To Ship,HP 680 Black Ink Cartridge,2,3690.00
OR2024-034659,Maria Santos,"45 Mabini Ave., Makati City",2024-04-08,Received,Desk Organizer Tray,3,700.00
OR2024-034659,Maria Santos,"45 Mabini Ave., Makati City",2024-04-08,Received,Ballpoint Pen Blue 10pcs,3,700.00
OR2024-034659,Maria Santos,"45 Mabini Ave., Makati City",2024-04-08,Received,Sticky Flags 75mm,3,700.00
OR2024-034659,Maria Santos,"45 Mabini Ave., Makati City",2024-04-08,Received,Paper Clips 50pcs,1,700.00
OR2024-034661,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-12-19,Received,File Folder A4 50pcs,3,174.00
OR2024-034661,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-12-19,Received,HP 680 Black Ink Cartridge,1,174.00
OR2024-034662,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-06-29,Received,Whiteboard Sheet Roll,1,560.00
OR2024-034662,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-06-29,Received,Glue Stick 20g,3,560.00
OR2024-034664,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-04-25,Preparing,Mop Bucket with Wringer,2,3000.00
OR2024-034665,Sophia Navarro,"14 Lacson St., Bacolod City",2024-07-31,Cancelled,Glue Stick Large 40g,1,1141.00
OR2024-034665,Sophia Navarro,"14 Lacson St., Bacolod City",2024-07-31,Cancelled,Laminating Film A4,2,1141.00
OR2024-034665,Sophia Navarro,"14 Lacson St., Bacolod City",2024-07-31,Cancelled,Sticky Flags 25mm,2,1141.00
OR2024-034665,Sophia Navarro,"14 Lacson St., Bacolod City",2024-07-31,Cancelled,Ballpoint Pen Blue 10pcs,2,1141.00
OR2024-034666,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-04-28,Preparing,Eraser Large,3,30.00
OR2024-034667,Sophia Navarro,"14 Lacson St., Bacolod City",2024-01-31,To Ship,Laptop Stand Aluminum,1,350.00
OR2024-034672,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-09-04,Received,Whiteboard Sheet Roll,3,1545.00
OR2024-034672,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-09-04,Received,File Pocket PVC A4,3,1545.00
OR2024-034679,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-09-29,Cancelled,First Aid Kit Box,3,3284.00
OR2024-034679,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-09-29,Cancelled,Spiral Coil Bind 10mm,1,3284.00
OR2024-034679,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-09-29,Cancelled,Binder Clips 24pcs,2,3284.00
OR2024-034679,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-09-29,Cancelled,Glue Gun Small,3,3284.00
OR2024-034680,Maria Santos,"45 Mabini Ave., Makati City",2024-07-02,Received,Whiteboard Sheet Roll,3,1785.00
OR2024-034680,Maria Santos,"45 Mabini Ave., Makati City",2024-07-02,Received,Thumb Tacks 100pcs,1,1785.00
OR2024-034680,Maria Santos,"45 Mabini Ave., Makati City",2024-07-02,Received,Compass and Protractor Set,1,1785.00
OR2024-034680,Maria Santos,"45 Mabini Ave., Makati City",2024-07-02,Received,Rubber Bands 500g,1,1785.00
OR2024-034683,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-09-05,Preparing,Index Divider Tabs 5pcs,2,325.00
OR2024-034683,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-09-05,Preparing,Waste Basket Mesh,2,325.00
OR2024-034683,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-09-05,Preparing,Sticky Notes 50x50mm,3,325.00
OR2024-034687,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-01-20,Cancelled,Waste Basket Mesh,1,120.00
OR2024-034689,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-12-15,To Ship,Construction Paper Assorted,2,510.00
OR2024-034689,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-12-15,To Ship,Alcohol 70% 1 Liter,3,510.00
OR2024-034690,Maria Santos,"45 Mabini Ave., Makati City",2024-10-06,Preparing,Paper Clips 50pcs,3,315.00
OR2024-034690,Maria Santos,"45 Mabini Ave., Makati City",2024-10-06,Preparing,File Pocket PVC A4,3,315.00
OR2024-034690,Maria Santos,"45 Mabini Ave., Makati City",2024-10-06,Preparing,Highlighter Assorted Colors 12pcs,3,315.00
OR2024-034692,Sophia Navarro,"14 Lacson St., Bacolod City",2024-06-06,Received,First Aid Kit Box,2,3260.00
OR2024-034692,Sophia Navarro,"14 Lacson St., Bacolod City",2024-06-06,Received,Highlighter Assorted Colors 12pcs,2,3260.00
OR2024-034692,Sophia Navarro,"14 Lacson St., Bacolod City",2024-06-06,Received,Stapler Standard,3,3260.00
OR2024-034692,Sophia Navarro,"14 Lacson St., Bacolod City",2024-06-06,Received,Cork Board 2x3ft,2,3260.00
OR2024-034693,Ana Villanueva,"12 Burgos St., Cebu City",2024-12-06,Preparing,Paper Clips 50pcs,2,495.00
OR2024-034693,Ana Villanueva,"12 Burgos St., Cebu City",2024-12-06,Preparing,Staples 1000pcs,3,495.00
OR2024-034693,Ana Villanueva,"12 Burgos St., Cebu City",2024-12-06,Preparing,Watercolor Set 24pcs,1,495.00
OR2024-034693,Ana Villanueva,"12 Burgos St., Cebu City",2024-12-06,Preparing,Whiteboard Eraser,1,495.00
OR2024-034698,Ana Villanueva,"12 Burgos St., Cebu City",2024-09-25,Cancelled,Desk Pen Holder,2,700.00
OR2024-034698,Ana Villanueva,"12 Burgos St., Cebu City",2024-09-25,Cancelled,PVC Binding Cover A4,2,700.00
OR2024-034698,Ana Villanueva,"12 Burgos St., Cebu City",2024-09-25,Cancelled,Glue Stick 20g,1,700.00
OR2024-034702,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-11-27,Received,Alcohol 70% 1 Liter,3,560.00
OR2024-034702,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-11-27,Received,Sticky Flags 75mm,3,560.00
OR2024-034702,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-11-27,Received,Glue Stick 20g,1,560.00
OR2024-034702,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-11-27,Received,Desk Pen Holder,1,560.00
OR2024-034703,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-06-06,Received,Laser Toner Cartridge 85A,3,2910.00
OR2024-034703,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-06-06,Received,Glue Stick Large 40g,2,2910.00
OR2024-034703,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-06-06,Received,Paper Clips 50pcs,1,2910.00
OR2024-034707,Maria Santos,"45 Mabini Ave., Makati City",2024-03-17,Received,Laser Toner Cartridge 85A,1,1085.00
OR2024-034707,Maria Santos,"45 Mabini Ave., Makati City",2024-03-17,Received,Construction Paper Assorted,3,1085.00
OR2024-034708,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-03-07,Received,Paper Clips 50pcs,3,330.00
OR2024-034708,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-03-07,Received,Binder 2-inch D-Ring,2,330.00
OR2024-034709,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-04-04,To Ship,Laptop Stand Aluminum,3,1836.00
OR2024-034709,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-04-04,To Ship,File Folder A4 50pcs,2,1836.00
OR2024-034709,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-04-04,To Ship,Binder 2-inch D-Ring,2,1836.00
OR2024-034709,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-04-04,To Ship,Binder 2-inch D-Ring,3,1836.00
OR2024-034710,Ana Villanueva,"12 Burgos St., Cebu City",2024-02-22,Received,Whiteboard Sheet Roll,2,1165.00
OR2024-034710,Ana Villanueva,"12 Burgos St., Cebu City",2024-02-22,Received,Sticky Notes 50x50mm,3,1165.00
OR2024-034710,Ana Villanueva,"12 Burgos St., Cebu City",2024-02-22,Received,HP 680 Black Ink Cartridge,1,1165.00
OR2024-034711,Sophia Navarro,"14 Lacson St., Bacolod City",2024-03-15,Received,First Aid Kit Box,3,3900.00
OR2024-034711,Sophia Navarro,"14 Lacson St., Bacolod City",2024-03-15,Received,Paper Clips 50pcs,1,3900.00
OR2024-034711,Sophia Navarro,"14 Lacson St., Bacolod City",2024-03-15,Received,Desktop Organizer Wood,2,3900.00
OR2024-034711,Sophia Navarro,"14 Lacson St., Bacolod City",2024-03-15,Received,Oil Pastels 36pcs,2,3900.00
OR2024-034712,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-03-31,Received,Webcam 1080p,1,3250.00
OR2024-034712,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-03-31,Received,PVC Binding Cover A4,2,3250.00
OR2024-034712,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-03-31,Received,Laptop Stand Aluminum,2,3250.00
OR2024-034712,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-03-31,Received,Floor Lamp LED,1,3250.00
OR2024-034713,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-04-24,Received,File Pocket PVC A4,1,483.00
OR2024-034713,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-04-24,Received,Power Bank 10000mAh,1,483.00
OR2024-034713,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-04-24,Received,Sticky Flags 25mm,1,483.00
OR2024-034713,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-04-24,Received,Paper Clips 50pcs,1,483.00
OR2024-034714,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-12-23,Preparing,Sticky Notes 50x50mm,3,9545.00
OR2024-034714,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-12-23,Preparing,VGA to HDMI Adapter,2,9545.00
OR2024-034714,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-12-23,Preparing,Mop Bucket with Wringer,3,9545.00
OR2024-034714,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-12-23,Preparing,Mop Bucket with Wringer,3,9545.00
OR2024-034718,Daniel Cruz,"3 Session Rd., Baguio City",2024-03-16,To Ship,Watercolor Set 24pcs,3,1140.00
OR2024-034719,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-02-19,Received,Floor Lamp LED,2,2430.00
OR2024-034719,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-02-19,Received,Staples 1000pcs,2,2430.00
OR2024-034722,Maria Santos,"45 Mabini Ave., Makati City",2024-06-11,Received,Glass Cleaner Spray,1,110.00
OR2024-034723,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-12-10,Preparing,Eraser Large,2,240.00
OR2024-034723,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-12-10,Preparing,Binder 2-inch D-Ring,1,240.00
OR2024-034723,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-12-10,Preparing,Cotton Balls 100pcs,1,240.00
OR2024-034723,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-12-10,Preparing,Staples 1000pcs,3,240.00
OR2024-034724,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-09-02,Received,HP 684 Tri-Color Ink,2,7100.00
OR2024-034724,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-09-02,Received,Office Chair Mid-Back,2,7100.00
OR2024-034724,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-09-02,Received,Whiteboard Sheet Roll,3,7100.00
OR2024-034724,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-09-02,Received,Desk Organizer Tray,3,7100.00
OR2024-034728,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-02-24,Received,Index Divider Tabs 5pcs,1,1080.00
OR2024-034728,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-02-24,Received,HP 684 Tri-Color Ink,3,1080.00
OR2024-034728,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-02-24,Received,Laptop Stand Aluminum,2,1080.00
OR2024-034732,Sophia Navarro,"14 Lacson St., Bacolod City",2024-02-16,To Ship,Webcam 1080p,1,850.00
OR2024-034737,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-08-31,Preparing,Mop Bucket with Wringer,2,3000.00
OR2024-034738,Maria Santos,"45 Mabini Ave., Makati City",2024-03-28,Cancelled,File Pocket PVC A4,3,845.00
OR2024-034738,Maria Santos,"45 Mabini Ave., Makati City",2024-03-28,Cancelled,Glue Stick Large 40g,2,845.00
OR2024-034738,Maria Santos,"45 Mabini Ave., Makati City",2024-03-28,Cancelled,PVC Binding Cover A4,3,845.00
OR2024-034744,Sophia Navarro,"14 Lacson St., Bacolod City",2024-01-05,Cancelled,Graph Paper Pad A4 50 sheets,2,1510.00
OR2024-034744,Sophia Navarro,"14 Lacson St., Bacolod City",2024-01-05,Cancelled,Whiteboard Sheet Roll,1,1510.00
OR2024-034744,Sophia Navarro,"14 Lacson St., Bacolod City",2024-01-05,Cancelled,Adhesive Bandages 100pcs,2,1510.00
OR2024-034744,Sophia Navarro,"14 Lacson St., Bacolod City",2024-01-05,Cancelled,Printer Paper A3 500 sheets,1,1510.00
OR2024-034746,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-06-02,Received,Compass and Protractor Set,1,2000.00
OR2024-034746,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-06-02,Received,VGA to HDMI Adapter,1,2000.00
OR2024-034746,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-06-02,Received,Ballpoint Pen Blue 10pcs,1,2000.00
OR2024-034746,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-06-02,Received,Mop Bucket with Wringer,1,2000.00
OR2024-034747,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-02-21,Received,Laptop Stand Aluminum,1,380.00
OR2024-034747,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-02-21,Received,Staples 1000pcs,2,380.00
OR2024-034749,Sophia Navarro,"14 Lacson St., Bacolod City",2024-04-11,To Ship,Thumb Tacks 100pcs,2,270.00
OR2024-034749,Sophia Navarro,"14 Lacson St., Bacolod City",2024-04-11,To Ship,Rubber Bands 500g,2,270.00
OR2024-034750,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-04-01,Received,Whiteboard Eraser,3,150.00
OR2024-034751,Maria Santos,"45 Mabini Ave., Makati City",2024-08-16,Preparing,VGA to HDMI Adapter,1,450.00
OR2024-034751,Maria Santos,"45 Mabini Ave., Makati City",2024-08-16,Preparing,Stapler Standard,2,450.00
OR2024-034753,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-04-03,Received,Soft Broom (Tambo),1,826.00
OR2024-034753,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-04-03,Received,HP 684 Tri-Color Ink,2,826.00
OR2024-034753,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-04-03,Received,Alcohol 70% 1 Liter,3,826.00
OR2024-034753,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-04-03,Received,Sticky Flags 25mm,2,826.00
OR2024-034754,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-02-10,To Ship,File Pocket PVC A4,1,15.00
OR2024-034755,Maria Santos,"45 Mabini Ave., Makati City",2024-12-07,Received,Spiral Coil Bind 10mm,3,1050.00
OR2024-034757,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-09-08,Received,Desk Organizer Tray,3,1310.00
OR2024-034757,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-09-08,Received,Laser Toner Cartridge 85A,1,1310.00
OR2024-034758,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-02-17,Received,Thumb Tacks 100pcs,2,1416.00
OR2024-034758,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-02-17,Received,Printer Paper A3 500 sheets,3,1416.00
OR2024-034758,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-02-17,Received,File Folder A4 50pcs,2,1416.00
OR2024-034761,Ana Villanueva,"12 Burgos St., Cebu City",2024-07-06,Received,Adhesive Bandages 100pcs,3,2450.00
OR2024-034761,Ana Villanueva,"12 Burgos St., Cebu City",2024-07-06,Received,Spiral Coil Bind 10mm,3,2450.00
OR2024-034761,Ana Villanueva,"12 Burgos St., Cebu City",2024-07-06,Received,Watercolor Set 24pcs,2,2450.00
OR2024-034761,Ana Villanueva,"12 Burgos St., Cebu City",2024-07-06,Received,Ballpoint Pen Blue 10pcs,1,2450.00
OR2024-034763,Ana Villanueva,"12 Burgos St., Cebu City",2024-05-29,Preparing,HP 680 Black Ink Cartridge,3,1150.00
OR2024-034763,Ana Villanueva,"12 Burgos St., Cebu City",2024-05-29,Preparing,Desk Pen Holder,2,1150.00
OR2024-034763,Ana Villanueva,"12 Burgos St., Cebu City",2024-05-29,Preparing,Eraser Large,1,1150.00
OR2024-034763,Ana Villanueva,"12 Burgos St., Cebu City",2024-05-29,Preparing,Mousepad Extended,3,1150.00
OR2024-034764,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-11-27,Received,HP 684 Tri-Color Ink,3,360.00
OR2024-034765,Sophia Navarro,"14 Lacson St., Bacolod City",2024-08-26,Cancelled,Paper Clips 50pcs,3,230.00
OR2024-034765,Sophia Navarro,"14 Lacson St., Bacolod City",2024-08-26,Cancelled,Mousepad Extended,1,230.00
OR2024-034766,Sophia Navarro,"14 Lacson St., Bacolod City",2024-10-23,Cancelled,Index Divider Tabs 5pcs,3,105.00
OR2024-034766,Sophia Navarro,"14 Lacson St., Bacolod City",2024-10-23,Cancelled,Staples 1000pcs,3,105.00
OR2024-034768,Maria Santos,"45 Mabini Ave., Makati City",2024-07-28,Received,Cork Board 2x3ft,3,1785.00
OR2024-034768,Maria Santos,"45 Mabini Ave., Makati City",2024-07-28,Received,Construction Paper Assorted,3,1785.00
OR2024-034769,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-03-20,Received,First Aid Kit Box,2,3750.00
OR2024-034769,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-03-20,Received,Mousepad Extended,1,3750.00
OR2024-034769,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-03-20,Received,First Aid Kit Box,2,3750.00
OR2024-034769,Pedro Reyes,"78 Bonifacio Rd., Pasig City",2024-03-20,Received,Binder 2-inch D-Ring,1,3750.00
OR2024-034771,Daniel Cruz,"3 Session Rd., Baguio City",2024-05-20,Preparing,Glue Gun Small,3,360.00
OR2024-034772,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-06-07,Received,File Folder A4 50pcs,1,2793.00
OR2024-034772,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-06-07,Received,Construction Paper Assorted,3,2793.00
OR2024-034772,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-06-07,Received,Whiteboard Sheet Roll,3,2793.00
OR2024-034772,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-06-07,Received,Watercolor Set 24pcs,3,2793.00
OR2024-034775,Maria Santos,"45 Mabini Ave., Makati City",2024-04-27,Cancelled,Power Bank 10000mAh,1,500.00
OR2024-034775,Maria Santos,"45 Mabini Ave., Makati City",2024-04-27,Cancelled,Whiteboard Eraser,1,500.00
OR2024-034777,Daniel Cruz,"3 Session Rd., Baguio City",2024-04-20,Received,Glass Cleaner Spray,2,220.00
OR2024-034782,Carlos Mendoza,"99 Del Pilar St., Davao City",2024-04-19,Received,Compass and Protractor Set,2,300.00
OR2024-034783,Ana Villanueva,"12 Burgos St., Cebu City",2024-09-12,Received,File Folder A4 50pcs,2,4786.00
OR2024-034783,Ana Villanueva,"12 Burgos St., Cebu City",2024-09-12,Received,Laser Toner Cartridge 85A,3,4786.00
OR2024-034783,Ana Villanueva,"12 Burgos St., Cebu City",2024-09-12,Received,First Aid Kit Box,1,4786.00
OR2024-034783,Ana Villanueva,"12 Burgos St., Cebu City",2024-09-12,Received,Laptop Stand Aluminum,3,4786.00
OR2024-034784,Daniel Cruz,"3 Session Rd., Baguio City",2024-02-06,Received,Floor Lamp LED,3,3600.00
OR2024-034786,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-12-25,Received,Ballpoint Pen Blue 10pcs,2,1835.00
OR2024-034786,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-12-25,Received,Desk Organizer Tray,2,1835.00
OR2024-034786,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-12-25,Received,Desktop Organizer Wood,3,1835.00
OR2024-034786,Mark Tolentino,"56 Ortigas Center, Pasig City",2024-12-25,Received,Thumb Tacks 100pcs,3,1835.00
OR2024-034787,Daniel Cruz,"3 Session Rd., Baguio City",2024-02-26,To Ship,Spiral Coil Bind 10mm,3,1220.00
OR2024-034787,Daniel Cruz,"3 Session Rd., Baguio City",2024-02-26,To Ship,Paper Clips 50pcs,3,1220.00
OR2024-034787,Daniel Cruz,"3 Session Rd., Baguio City",2024-02-26,To Ship,Alcohol 70% 1 Liter,1,1220.00
OR2024-034788,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-03-15,Received,Desk Pen Holder,1,165.00
OR2024-034788,Liza Fernandez,"8 Katipunan Ave., Quezon City",2024-03-15,Received,Glue Stick Large 40g,3,165.00
OR2024-034790,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-11-19,Preparing,Oil Pastels 36pcs,2,440.00
OR2024-034791,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-09-11,Received,Binder Clips 24pcs,2,774.00
OR2024-034791,Juan Dela Cruz,"123 Rizal St., Quezon City",2024-09-11,Received,PVC Binding Cover A4,3,774.00
OR2024-034792,Isabella Ramos,"21 Gov. Cuenco Ave., Cebu City",2024-01-03,Received,VGA to HDMI Adapter,1,8450.00
